bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,session_duration,avg_packet_size,scaled_bytes_in,scaled_bytes_out,scaled_session_duration,scaled_avg_packet_size,src_ip_country_code_AE,src_ip_country_code_AT,src_ip_country_code_CA,src_ip_country_code_DE,src_ip_country_code_IL,src_ip_country_code_NL,src_ip_country_code_US,anomaly
5602,12990,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,30.986666666666668,-0.28821898308929617,-0.2812227163556807,0.0,-0.2878500502365067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
30912,18186,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,81.83,-0.2821083325450911,-0.2608042476158271,0.0,-0.28091036050138624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
28506,13468,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,69.95666666666666,-0.28268921856679624,-0.27934434298045935,0.0,-0.28253097119020154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
30546,14278,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,74.70666666666666,-0.28219669675288167,-0.27616132533625587,0.0,-0.2818826359202516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
6526,13892,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,34.03,-0.28799589967946426,-0.27767817078151824,0.0,-0.28743466069161944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Normal
3906,3488,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,12.323333333333334,-0.28862845220517813,-0.31856226407817656,0.0,-0.29039743913226096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
17748,29208,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,78.26,-0.2852865468384106,-0.21749162974618394,0.0,-0.281397635641117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Normal
4767917,291520,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,8432.395,0.8615574983973137,0.8133030915949376,0.0,0.8588719160269603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
10538,15514,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,43.42,-0.2870272734454323,-0.2713042761902861,0.0,-0.28615300423165524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
9656,6380,2024-04-25 23:00:00+00:00,2024-04-25 23:10:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:00:00+00:00,waf_rule,600.0,26.726666666666667,-0.2872402167002718,-0.3071977121929463,0.0,-0.288431504604925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Normal
57208,32874,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,150.13666666666666,-0.2757596297908273,-0.20308552766760365,0.0,-0.27158707183344627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
18162,30492,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,81.09,-0.2851865938820573,-0.2124459573324095,0.0,-0.28101136431186263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
28056,4832,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,54.81333333333333,-0.2827978630845715,-0.3132808125796463,0.0,-0.28459790952801384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
73752,18924,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,154.46,-0.2717653744528846,-0.25790416487333057,0.0,-0.270996972994762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
4080,11282,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,25.60333333333333,-0.2885864429916383,-0.2879345609683962,0.0,-0.2885848302091166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Normal
1968903,38773,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,3346.1266666666666,0.18578521778341858,-0.17990451398469445,0.0,0.16463883119968145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Normal
6958,12854,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,33.02,-0.2878916009424,-0.28175714894779386,0.0,-0.2875725172437562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
8310,6276,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,24.31,-0.2875651845245507,-0.30760639593985634,0.0,-0.28876135939139075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Normal
4804723,291088,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,8493.018333333333,0.8704436542222845,0.8116054821846957,0.0,0.8671464939599988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
11820,24620,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,60.733333333333334,-0.28671775728590354,-0.23552087042717856,0.0,-0.2837898790442026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
8206,6068,2024-04-25 23:10:00+00:00,2024-04-25 23:20:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:10:00+00:00,waf_rule,600.0,23.79,-0.2875902934797699,-0.3084237634336765,0.0,-0.2888323350419958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Normal
29356,17408,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,77.94,-0.2824840011443318,-0.2638615164148275,0.0,-0.2814413129645663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
26178,33801,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,99.965,-0.283251272872087,-0.19944274080812632,0.0,-0.2784350846865352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
29308,15652,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,74.93333333333334,-0.2824955898928945,-0.2707619842953477,0.0,-0.28185169781614167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
60068,12628,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,121.16,-0.27506913352229995,-0.28264525016704073,0.0,-0.2755421444662006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
4043,7629,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,19.453333333333333,-0.2885953759853221,-0.30228957757861274,0.0,-0.28942425376915715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Normal
3102,11038,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,23.566666666666666,-0.28882256374360327,-0.28889339591306984,0.0,-0.28886281817398646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
8310,6070,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,23.966666666666665,-0.2875651845245507,-0.3084159041308513,0.0,-0.28880822151967483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Normal
5528,12010,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,29.23,-0.2882368490766637,-0.28507377474002565,0.0,-0.28808982054335835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
4926,11570,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,27.493333333333332,-0.28838219129822085,-0.2868028213615683,0.0,-0.28832686101749444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Normal
7724,6288,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,23.35333333333333,-0.28770666382992033,-0.3075592401229052,0.0,-0.28889193638961924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
80,528,2024-04-25 23:20:00+00:00,2024-04-25 23:30:00+00:00,192.241.230.19,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:20:00+00:00,waf_rule,600.0,1.0133333333333334,-0.28955217203852973,-0.3301940322594634,0.0,-0.29194115953292077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
23048,24124,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,78.62,-0.2840069558512795,-0.23746997752782664,0.0,-0.28134849865223666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
28444,13468,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,69.85333333333334,-0.2827041873670231,-0.27934434298045935,0.0,-0.2825450753258986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
5824,11568,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,28.986666666666668,-0.2881653851271937,-0.28681068066439347,0.0,-0.28812303350806456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
10474,23244,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,56.196666666666665,-0.28704272511018253,-0.2409280707709119,0.0,-0.28440909609851966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Normal
4190330,283456,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,7456.31,0.7221093626456033,0.7816143826037562,0.0,0.7256444777176758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Suspicious
5080,11512,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,27.653333333333332,-0.28834501072991553,-0.2870307411434989,0.0,-0.2883050223557699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
4220,11672,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,26.486666666666668,-0.2885526424749972,-0.2864019969174834,0.0,-0.28846426259751196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
952,668,2024-04-25 23:30:00+00:00,2024-04-25 23:40:00+00:00,192.241.230.19,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:30:00+00:00,waf_rule,600.0,2.7,-0.2893416431063074,-0.32964388106169984,0.0,-0.29171094364057365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
36745,28952,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,109.495,-0.28070005816246174,-0.21849762050780874,0.0,-0.27713431939756195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
12068,25589,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,62.76166666666666,-0.2866578820849963,-0.23171303820837216,0.0,-0.28351302850963095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
57462,20222,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,129.47333333333333,-0.27569830599634965,-0.2528034773397798,0.0,-0.2744074440007584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
2015975,79990,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,3493.275,0.19714991720723615,-0.01793607171168748,0.0,0.18472334791849257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Normal
4064,11384,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,25.746666666666666,-0.2885903059078259,-0.2875337365243113,0.0,-0.28856526640798835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Normal
33268,9986,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,72.09,-0.2815395181364721,-0.2930273891991218,0.0,-0.2822397890338731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
7424,14656,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,36.8,-0.28777909350843717,-0.2746759171022942,0.0,-0.2870565788605118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Normal
4758826,289956,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,8414.636666666667,0.8593626377059914,0.8071571167856361,0.0,0.856448052061586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
17736,36370,2024-04-25 23:40:00+00:00,2024-04-25 23:50:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:40:00+00:00,waf_rule,600.0,90.17666666666666,-0.28528944402555123,-0.18934746632916483,0.0,-0.2797711103147514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
60686,35910,2024-04-25 23:50:00+00:00,2024-04-26 00:00:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:50:00+00:00,waf_rule,600.0,160.99333333333334,-0.27491992838455526,-0.19115510597895943,0.0,-0.27010522764100625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
21698,21218,2024-04-25 23:50:00+00:00,2024-04-26 00:00:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:50:00+00:00,waf_rule,600.0,71.52666666666667,-0.2843328894046053,-0.24888954453283327,0.0,-0.2823166793220286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
28296,7230,2024-04-25 23:50:00+00:00,2024-04-26 00:00:00+00:00,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:50:00+00:00,waf_rule,600.0,59.21,-0.282739919341758,-0.3038575084922389,0.0,-0.2839978013027058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
4721,8322,2024-04-25 23:50:00+00:00,2024-04-26 00:00:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:50:00+00:00,waf_rule,600.0,21.738333333333333,-0.288431684911874,-0.29956632914968306,0.0,-0.28911237038140225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Normal
9968,6646,2024-04-25 23:50:00+00:00,2024-04-26 00:00:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:50:00+00:00,waf_rule,600.0,27.69,-0.28716488983461425,-0.30615242491719546,0.0,-0.28830001766245794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Normal
4791678,291275,2024-04-25 23:50:00+00:00,2024-04-26 00:00:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25 23:50:00+00:00,waf_rule,600.0,8471.588333333333,0.8672941703681101,0.8123403269988514,0.0,0.8642214782052561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Normal
